训练样本索引,标签ID,类别名称
4252,16,talk.politics.guns
4253,2,comp.os.ms-windows.misc
4254,14,sci.space
4255,17,talk.politics.mideast
4256,10,rec.sport.hockey
4257,8,rec.motorcycles
4258,14,sci.space
4259,0,alt.atheism
4260,0,alt.atheism
4261,14,sci.space
4262,14,sci.space
4263,13,sci.med
4264,1,comp.graphics
4265,9,rec.sport.baseball
4266,19,talk.religion.misc
4267,11,sci.crypt
4268,4,comp.sys.mac.hardware
4269,14,sci.space
4270,16,talk.politics.guns
4271,11,sci.crypt
4272,14,sci.space
4273,14,sci.space
4274,9,rec.sport.baseball
4275,7,rec.autos
4276,9,rec.sport.baseball
4277,19,talk.religion.misc
4278,6,misc.forsale
4279,10,rec.sport.hockey
4280,3,comp.sys.ibm.pc.hardware
4281,12,sci.electronics
4282,12,sci.electronics
4283,7,rec.autos
4284,13,sci.med
4285,17,talk.politics.mideast
4286,6,misc.forsale
4287,17,talk.politics.mideast
4288,14,sci.space
4289,12,sci.electronics
4290,10,rec.sport.hockey
4291,19,talk.religion.misc
4292,19,talk.religion.misc
4293,2,comp.os.ms-windows.misc
4294,5,comp.windows.x
4295,19,talk.religion.misc
4296,9,rec.sport.baseball
4297,7,rec.autos
4298,6,misc.forsale
4299,18,talk.politics.misc
4300,15,soc.religion.christian
4301,17,talk.politics.mideast
4302,9,rec.sport.baseball
4303,15,soc.religion.christian
4304,16,talk.politics.guns
4305,7,rec.autos
4306,12,sci.electronics
4307,2,comp.os.ms-windows.misc
4308,3,comp.sys.ibm.pc.hardware
4309,19,talk.religion.misc
4310,9,rec.sport.baseball
4311,8,rec.motorcycles
4312,11,sci.crypt
4313,16,talk.politics.guns
4314,10,rec.sport.hockey
4315,11,sci.crypt
4316,4,comp.sys.mac.hardware
4317,7,rec.autos
4318,7,rec.autos
4319,15,soc.religion.christian
4320,9,rec.sport.baseball
4321,4,comp.sys.mac.hardware
4322,1,comp.graphics
4323,0,alt.atheism
4324,3,comp.sys.ibm.pc.hardware
4325,6,misc.forsale
4326,1,comp.graphics
4327,5,comp.windows.x
4328,19,talk.religion.misc
4329,16,talk.politics.guns
4330,5,comp.windows.x
4331,12,sci.electronics
4332,1,comp.graphics
4333,15,soc.religion.christian
4334,1,comp.graphics
4335,10,rec.sport.hockey
4336,11,sci.crypt
4337,12,sci.electronics
4338,6,misc.forsale
4339,2,comp.os.ms-windows.misc
4340,10,rec.sport.hockey
4341,2,comp.os.ms-windows.misc
4342,6,misc.forsale
4343,9,rec.sport.baseball
4344,15,soc.religion.christian
4345,10,rec.sport.hockey
4346,11,sci.crypt
4347,17,talk.politics.mideast
4348,10,rec.sport.hockey
4349,9,rec.sport.baseball
4350,12,sci.electronics
4351,16,talk.politics.guns
4352,10,rec.sport.hockey
4353,8,rec.motorcycles
4354,7,rec.autos
4355,15,soc.religion.christian
4356,7,rec.autos
4357,2,comp.os.ms-windows.misc
4358,15,soc.religion.christian
4359,18,talk.politics.misc
4360,4,comp.sys.mac.hardware
4361,6,misc.forsale
4362,3,comp.sys.ibm.pc.hardware
4363,5,comp.windows.x
4364,9,rec.sport.baseball
4365,15,soc.religion.christian
4366,2,comp.os.ms-windows.misc
4367,17,talk.politics.mideast
4368,4,comp.sys.mac.hardware
4369,16,talk.politics.guns
4370,7,rec.autos
4371,19,talk.religion.misc
4372,11,sci.crypt
4373,5,comp.windows.x
4374,4,comp.sys.mac.hardware
4375,9,rec.sport.baseball
4376,11,sci.crypt
4377,14,sci.space
4378,14,sci.space
4379,8,rec.motorcycles
4380,13,sci.med
4381,18,talk.politics.misc
4382,0,alt.atheism
4383,5,comp.windows.x
4384,3,comp.sys.ibm.pc.hardware
4385,14,sci.space
4386,4,comp.sys.mac.hardware
4387,0,alt.atheism
4388,17,talk.politics.mideast
4389,18,talk.politics.misc
4390,5,comp.windows.x
4391,17,talk.politics.mideast
4392,16,talk.politics.guns
4393,4,comp.sys.mac.hardware
4394,2,comp.os.ms-windows.misc
4395,7,rec.autos
4396,1,comp.graphics
4397,10,rec.sport.hockey
4398,1,comp.graphics
4399,2,comp.os.ms-windows.misc
4400,9,rec.sport.baseball
4401,7,rec.autos
4402,18,talk.politics.misc
4403,3,comp.sys.ibm.pc.hardware
4404,16,talk.politics.guns
4405,6,misc.forsale
4406,3,comp.sys.ibm.pc.hardware
4407,2,comp.os.ms-windows.misc
4408,6,misc.forsale
4409,8,rec.motorcycles
4410,8,rec.motorcycles
4411,1,comp.graphics
4412,17,talk.politics.mideast
4413,19,talk.religion.misc
4414,4,comp.sys.mac.hardware
4415,18,talk.politics.misc
4416,9,rec.sport.baseball
4417,16,talk.politics.guns
4418,3,comp.sys.ibm.pc.hardware
4419,3,comp.sys.ibm.pc.hardware
4420,7,rec.autos
4421,19,talk.religion.misc
4422,0,alt.atheism
4423,17,talk.politics.mideast
4424,13,sci.med
4425,16,talk.politics.guns
4426,0,alt.atheism
4427,19,talk.religion.misc
4428,7,rec.autos
4429,12,sci.electronics
4430,12,sci.electronics
4431,10,rec.sport.hockey
4432,16,talk.politics.guns
4433,3,comp.sys.ibm.pc.hardware
4434,6,misc.forsale
4435,14,sci.space
4436,8,rec.motorcycles
4437,16,talk.politics.guns
4438,16,talk.politics.guns
4439,14,sci.space
4440,13,sci.med
4441,7,rec.autos
4442,7,rec.autos
4443,10,rec.sport.hockey
4444,16,talk.politics.guns
4445,19,talk.religion.misc
4446,2,comp.os.ms-windows.misc
4447,14,sci.space
4448,12,sci.electronics
4449,13,sci.med
4450,17,talk.politics.mideast
4451,15,soc.religion.christian
4452,3,comp.sys.ibm.pc.hardware
4453,15,soc.religion.christian
4454,12,sci.electronics
4455,0,alt.atheism
4456,13,sci.med
4457,5,comp.windows.x
4458,2,comp.os.ms-windows.misc
4459,13,sci.med
4460,2,comp.os.ms-windows.misc
4461,17,talk.politics.mideast
4462,5,comp.windows.x
4463,6,misc.forsale
4464,4,comp.sys.mac.hardware
4465,0,alt.atheism
4466,18,talk.politics.misc
4467,14,sci.space
4468,19,talk.religion.misc
4469,10,rec.sport.hockey
4470,3,comp.sys.ibm.pc.hardware
4471,13,sci.med
4472,7,rec.autos
4473,14,sci.space
4474,8,rec.motorcycles
4475,2,comp.os.ms-windows.misc
4476,16,talk.politics.guns
4477,1,comp.graphics
4478,7,rec.autos
4479,13,sci.med
4480,18,talk.politics.misc
4481,14,sci.space
4482,2,comp.os.ms-windows.misc
4483,4,comp.sys.mac.hardware
4484,6,misc.forsale
4485,15,soc.religion.christian
4486,0,alt.atheism
4487,17,talk.politics.mideast
4488,14,sci.space
4489,9,rec.sport.baseball
4490,4,comp.sys.mac.hardware
4491,5,comp.windows.x
4492,13,sci.med
4493,6,misc.forsale
4494,12,sci.electronics
4495,17,talk.politics.mideast
4496,6,misc.forsale
4497,19,talk.religion.misc
4498,7,rec.autos
4499,13,sci.med
4500,12,sci.electronics
4501,5,comp.windows.x
4502,3,comp.sys.ibm.pc.hardware
4503,2,comp.os.ms-windows.misc
4504,16,talk.politics.guns
4505,6,misc.forsale
4506,11,sci.crypt
4507,18,talk.politics.misc
4508,4,comp.sys.mac.hardware
4509,7,rec.autos
4510,2,comp.os.ms-windows.misc
4511,16,talk.politics.guns
4512,12,sci.electronics
4513,12,sci.electronics
4514,3,comp.sys.ibm.pc.hardware
4515,8,rec.motorcycles
4516,18,talk.politics.misc
4517,6,misc.forsale
4518,1,comp.graphics
4519,18,talk.politics.misc
4520,14,sci.space
4521,19,talk.religion.misc
4522,6,misc.forsale
4523,14,sci.space
4524,18,talk.politics.misc
4525,2,comp.os.ms-windows.misc
4526,19,talk.religion.misc
4527,6,misc.forsale
4528,8,rec.motorcycles
4529,18,talk.politics.misc
4530,16,talk.politics.guns
4531,7,rec.autos
4532,6,misc.forsale
4533,2,comp.os.ms-windows.misc
4534,19,talk.religion.misc
4535,15,soc.religion.christian
4536,9,rec.sport.baseball
4537,18,talk.politics.misc
4538,16,talk.politics.guns
4539,14,sci.space
4540,0,alt.atheism
4541,2,comp.os.ms-windows.misc
4542,2,comp.os.ms-windows.misc
4543,17,talk.politics.mideast
4544,2,comp.os.ms-windows.misc
4545,4,comp.sys.mac.hardware
4546,19,talk.religion.misc
4547,12,sci.electronics
4548,16,talk.politics.guns
4549,15,soc.religion.christian
4550,7,rec.autos
4551,11,sci.crypt
4552,5,comp.windows.x
4553,3,comp.sys.ibm.pc.hardware
4554,2,comp.os.ms-windows.misc
4555,3,comp.sys.ibm.pc.hardware
4556,19,talk.religion.misc
4557,9,rec.sport.baseball
4558,12,sci.electronics
4559,14,sci.space
4560,16,talk.politics.guns
4561,1,comp.graphics
4562,3,comp.sys.ibm.pc.hardware
4563,5,comp.windows.x
4564,5,comp.windows.x
4565,18,talk.politics.misc
4566,3,comp.sys.ibm.pc.hardware
4567,1,comp.graphics
4568,0,alt.atheism
4569,12,sci.electronics
4570,7,rec.autos
4571,4,comp.sys.mac.hardware
4572,15,soc.religion.christian
4573,14,sci.space
4574,4,comp.sys.mac.hardware
4575,0,alt.atheism
4576,15,soc.religion.christian
4577,17,talk.politics.mideast
4578,6,misc.forsale
4579,8,rec.motorcycles
4580,9,rec.sport.baseball
4581,3,comp.sys.ibm.pc.hardware
4582,1,comp.graphics
4583,1,comp.graphics
4584,18,talk.politics.misc
4585,2,comp.os.ms-windows.misc
4586,19,talk.religion.misc
4587,10,rec.sport.hockey
4588,14,sci.space
4589,0,alt.atheism
4590,5,comp.windows.x
4591,3,comp.sys.ibm.pc.hardware
4592,2,comp.os.ms-windows.misc
4593,3,comp.sys.ibm.pc.hardware
4594,11,sci.crypt
4595,17,talk.politics.mideast
4596,19,talk.religion.misc
4597,9,rec.sport.baseball
4598,0,alt.atheism
4599,1,comp.graphics
4600,7,rec.autos
4601,17,talk.politics.mideast
4602,18,talk.politics.misc
4603,11,sci.crypt
4604,16,talk.politics.guns
4605,19,talk.religion.misc
4606,10,rec.sport.hockey
4607,10,rec.sport.hockey
4608,12,sci.electronics
4609,0,alt.atheism
4610,11,sci.crypt
4611,7,rec.autos
4612,10,rec.sport.hockey
4613,9,rec.sport.baseball
4614,13,sci.med
4615,5,comp.windows.x
4616,11,sci.crypt
4617,18,talk.politics.misc
4618,11,sci.crypt
4619,0,alt.atheism
4620,18,talk.politics.misc
4621,7,rec.autos
4622,2,comp.os.ms-windows.misc
4623,8,rec.motorcycles
4624,13,sci.med
4625,15,soc.religion.christian
4626,11,sci.crypt
4627,3,comp.sys.ibm.pc.hardware
4628,18,talk.politics.misc
4629,3,comp.sys.ibm.pc.hardware
4630,0,alt.atheism
4631,2,comp.os.ms-windows.misc
4632,12,sci.electronics
4633,1,comp.graphics
4634,19,talk.religion.misc
4635,4,comp.sys.mac.hardware
4636,19,talk.religion.misc
4637,16,talk.politics.guns
4638,0,alt.atheism
4639,3,comp.sys.ibm.pc.hardware
4640,7,rec.autos
4641,18,talk.politics.misc
4642,18,talk.politics.misc
4643,4,comp.sys.mac.hardware
4644,16,talk.politics.guns
4645,4,comp.sys.mac.hardware
4646,7,rec.autos
4647,7,rec.autos
4648,4,comp.sys.mac.hardware
4649,6,misc.forsale
4650,13,sci.med
4651,9,rec.sport.baseball
4652,12,sci.electronics
4653,3,comp.sys.ibm.pc.hardware
4654,15,soc.religion.christian
4655,14,sci.space
4656,7,rec.autos
4657,0,alt.atheism
4658,6,misc.forsale
4659,5,comp.windows.x
4660,2,comp.os.ms-windows.misc
4661,3,comp.sys.ibm.pc.hardware
4662,6,misc.forsale
4663,9,rec.sport.baseball
4664,6,misc.forsale
4665,12,sci.electronics
4666,12,sci.electronics
4667,4,comp.sys.mac.hardware
4668,17,talk.politics.mideast
4669,10,rec.sport.hockey
4670,4,comp.sys.mac.hardware
4671,13,sci.med
4672,2,comp.os.ms-windows.misc
4673,13,sci.med
4674,3,comp.sys.ibm.pc.hardware
4675,5,comp.windows.x
4676,4,comp.sys.mac.hardware
4677,5,comp.windows.x
4678,0,alt.atheism
4679,8,rec.motorcycles
4680,3,comp.sys.ibm.pc.hardware
4681,2,comp.os.ms-windows.misc
4682,11,sci.crypt
4683,0,alt.atheism
4684,6,misc.forsale
4685,17,talk.politics.mideast
4686,14,sci.space
4687,13,sci.med
4688,17,talk.politics.mideast
4689,18,talk.politics.misc
4690,15,soc.religion.christian
4691,6,misc.forsale
4692,3,comp.sys.ibm.pc.hardware
4693,3,comp.sys.ibm.pc.hardware
4694,4,comp.sys.mac.hardware
4695,18,talk.politics.misc
4696,19,talk.religion.misc
4697,6,misc.forsale
4698,4,comp.sys.mac.hardware
4699,13,sci.med
4700,11,sci.crypt
4701,13,sci.med
4702,11,sci.crypt
4703,13,sci.med
4704,16,talk.politics.guns
4705,8,rec.motorcycles
4706,0,alt.atheism
4707,19,talk.religion.misc
4708,9,rec.sport.baseball
4709,15,soc.religion.christian
4710,8,rec.motorcycles
4711,11,sci.crypt
4712,15,soc.religion.christian
4713,8,rec.motorcycles
4714,1,comp.graphics
4715,2,comp.os.ms-windows.misc
4716,1,comp.graphics
4717,14,sci.space
4718,2,comp.os.ms-windows.misc
4719,18,talk.politics.misc
4720,15,soc.religion.christian
4721,18,talk.politics.misc
4722,19,talk.religion.misc
4723,13,sci.med
4724,1,comp.graphics
4725,0,alt.atheism
4726,5,comp.windows.x
4727,4,comp.sys.mac.hardware
4728,7,rec.autos
4729,11,sci.crypt
4730,11,sci.crypt
4731,3,comp.sys.ibm.pc.hardware
4732,10,rec.sport.hockey
4733,17,talk.politics.mideast
4734,1,comp.graphics
4735,15,soc.religion.christian
4736,9,rec.sport.baseball
4737,3,comp.sys.ibm.pc.hardware
4738,18,talk.politics.misc
4739,14,sci.space
4740,5,comp.windows.x
4741,2,comp.os.ms-windows.misc
4742,16,talk.politics.guns
4743,18,talk.politics.misc
4744,10,rec.sport.hockey
4745,11,sci.crypt
4746,10,rec.sport.hockey
4747,6,misc.forsale
4748,7,rec.autos
4749,4,comp.sys.mac.hardware
4750,16,talk.politics.guns
4751,14,sci.space
4752,4,comp.sys.mac.hardware
4753,18,talk.politics.misc
4754,5,comp.windows.x
4755,6,misc.forsale
4756,0,alt.atheism
4757,17,talk.politics.mideast
4758,2,comp.os.ms-windows.misc
4759,0,alt.atheism
4760,7,rec.autos
4761,7,rec.autos
4762,18,talk.politics.misc
4763,14,sci.space
4764,19,talk.religion.misc
4765,6,misc.forsale
4766,8,rec.motorcycles
4767,8,rec.motorcycles
4768,9,rec.sport.baseball
4769,17,talk.politics.mideast
4770,3,comp.sys.ibm.pc.hardware
4771,18,talk.politics.misc
4772,2,comp.os.ms-windows.misc
4773,4,comp.sys.mac.hardware
4774,14,sci.space
4775,17,talk.politics.mideast
4776,1,comp.graphics
4777,9,rec.sport.baseball
4778,18,talk.politics.misc
4779,5,comp.windows.x
4780,15,soc.religion.christian
4781,15,soc.religion.christian
4782,18,talk.politics.misc
4783,0,alt.atheism
4784,18,talk.politics.misc
4785,10,rec.sport.hockey
4786,2,comp.os.ms-windows.misc
4787,16,talk.politics.guns
4788,2,comp.os.ms-windows.misc
4789,5,comp.windows.x
4790,5,comp.windows.x
4791,3,comp.sys.ibm.pc.hardware
4792,13,sci.med
4793,3,comp.sys.ibm.pc.hardware
4794,19,talk.religion.misc
4795,13,sci.med
4796,6,misc.forsale
4797,3,comp.sys.ibm.pc.hardware
4798,9,rec.sport.baseball
4799,7,rec.autos
4800,19,talk.religion.misc
4801,12,sci.electronics
4802,16,talk.politics.guns
4803,12,sci.electronics
4804,18,talk.politics.misc
4805,14,sci.space
4806,14,sci.space
4807,13,sci.med
4808,11,sci.crypt
4809,9,rec.sport.baseball
4810,10,rec.sport.hockey
4811,10,rec.sport.hockey
4812,3,comp.sys.ibm.pc.hardware
4813,12,sci.electronics
4814,12,sci.electronics
4815,19,talk.religion.misc
4816,19,talk.religion.misc
4817,8,rec.motorcycles
4818,11,sci.crypt
4819,13,sci.med
4820,12,sci.electronics
4821,15,soc.religion.christian
4822,10,rec.sport.hockey
4823,14,sci.space
4824,0,alt.atheism
4825,7,rec.autos
4826,18,talk.politics.misc
4827,5,comp.windows.x
4828,5,comp.windows.x
4829,0,alt.atheism
4830,4,comp.sys.mac.hardware
4831,13,sci.med
4832,6,misc.forsale
4833,5,comp.windows.x
4834,17,talk.politics.mideast
4835,19,talk.religion.misc
4836,10,rec.sport.hockey
4837,6,misc.forsale
4838,9,rec.sport.baseball
4839,5,comp.windows.x
4840,13,sci.med
4841,15,soc.religion.christian
4842,13,sci.med
4843,6,misc.forsale
4844,1,comp.graphics
4845,1,comp.graphics
4846,18,talk.politics.misc
4847,9,rec.sport.baseball
4848,11,sci.crypt
4849,12,sci.electronics
4850,0,alt.atheism
4851,17,talk.politics.mideast
4852,12,sci.electronics
4853,6,misc.forsale
4854,6,misc.forsale
4855,9,rec.sport.baseball
4856,12,sci.electronics
4857,6,misc.forsale
4858,19,talk.religion.misc
4859,1,comp.graphics
4860,1,comp.graphics
4861,15,soc.religion.christian
4862,14,sci.space
4863,12,sci.electronics
4864,8,rec.motorcycles
4865,2,comp.os.ms-windows.misc
4866,4,comp.sys.mac.hardware
4867,11,sci.crypt
4868,13,sci.med
4869,16,talk.politics.guns
4870,10,rec.sport.hockey
4871,8,rec.motorcycles
4872,9,rec.sport.baseball
4873,8,rec.motorcycles
4874,15,soc.religion.christian
4875,3,comp.sys.ibm.pc.hardware
4876,16,talk.politics.guns
4877,8,rec.motorcycles
4878,19,talk.religion.misc
4879,1,comp.graphics
4880,3,comp.sys.ibm.pc.hardware
4881,0,alt.atheism
4882,13,sci.med
4883,4,comp.sys.mac.hardware
4884,8,rec.motorcycles
4885,15,soc.religion.christian
4886,7,rec.autos
4887,18,talk.politics.misc
4888,12,sci.electronics
4889,1,comp.graphics
4890,8,rec.motorcycles
4891,0,alt.atheism
4892,17,talk.politics.mideast
4893,17,talk.politics.mideast
4894,4,comp.sys.mac.hardware
4895,4,comp.sys.mac.hardware
4896,12,sci.electronics
4897,15,soc.religion.christian
4898,11,sci.crypt
4899,11,sci.crypt
4900,16,talk.politics.guns
4901,2,comp.os.ms-windows.misc
4902,19,talk.religion.misc
4903,5,comp.windows.x
4904,5,comp.windows.x
4905,11,sci.crypt
4906,8,rec.motorcycles
4907,2,comp.os.ms-windows.misc
4908,12,sci.electronics
4909,9,rec.sport.baseball
4910,10,rec.sport.hockey
4911,15,soc.religion.christian
4912,9,rec.sport.baseball
4913,1,comp.graphics
4914,0,alt.atheism
4915,6,misc.forsale
4916,5,comp.windows.x
4917,0,alt.atheism
4918,6,misc.forsale
4919,11,sci.crypt
4920,10,rec.sport.hockey
4921,5,comp.windows.x
4922,6,misc.forsale
4923,12,sci.electronics
4924,16,talk.politics.guns
4925,4,comp.sys.mac.hardware
4926,8,rec.motorcycles
4927,17,talk.politics.mideast
4928,3,comp.sys.ibm.pc.hardware
4929,5,comp.windows.x
4930,17,talk.politics.mideast
4931,13,sci.med
4932,6,misc.forsale
4933,15,soc.religion.christian
4934,9,rec.sport.baseball
4935,11,sci.crypt
4936,18,talk.politics.misc
4937,9,rec.sport.baseball
4938,18,talk.politics.misc
4939,13,sci.med
4940,16,talk.politics.guns
4941,14,sci.space
4942,14,sci.space
4943,13,sci.med
4944,8,rec.motorcycles
4945,13,sci.med
4946,13,sci.med
4947,6,misc.forsale
4948,12,sci.electronics
4949,7,rec.autos
4950,9,rec.sport.baseball
4951,18,talk.politics.misc
4952,2,comp.os.ms-windows.misc
4953,2,comp.os.ms-windows.misc
4954,17,talk.politics.mideast
4955,14,sci.space
4956,12,sci.electronics
4957,3,comp.sys.ibm.pc.hardware
4958,5,comp.windows.x
4959,13,sci.med
4960,13,sci.med
4961,12,sci.electronics
4962,11,sci.crypt
4963,18,talk.politics.misc
4964,14,sci.space
4965,0,alt.atheism
4966,15,soc.religion.christian
4967,11,sci.crypt
4968,2,comp.os.ms-windows.misc
4969,8,rec.motorcycles
4970,10,rec.sport.hockey
4971,16,talk.politics.guns
4972,0,alt.atheism
4973,11,sci.crypt
4974,14,sci.space
4975,6,misc.forsale
4976,16,talk.politics.guns
4977,14,sci.space
4978,13,sci.med
4979,11,sci.crypt
4980,0,alt.atheism
4981,14,sci.space
4982,1,comp.graphics
4983,10,rec.sport.hockey
4984,18,talk.politics.misc
4985,0,alt.atheism
4986,13,sci.med
4987,7,rec.autos
4988,10,rec.sport.hockey
4989,7,rec.autos
4990,10,rec.sport.hockey
4991,19,talk.religion.misc
4992,14,sci.space
4993,17,talk.politics.mideast
4994,6,misc.forsale
4995,9,rec.sport.baseball
4996,1,comp.graphics
4997,15,soc.religion.christian
4998,16,talk.politics.guns
4999,9,rec.sport.baseball
5000,12,sci.electronics
5001,18,talk.politics.misc
5002,16,talk.politics.guns
5003,19,talk.religion.misc
5004,2,comp.os.ms-windows.misc
5005,11,sci.crypt
5006,1,comp.graphics
5007,9,rec.sport.baseball
5008,8,rec.motorcycles
5009,7,rec.autos
5010,0,alt.atheism
5011,0,alt.atheism
5012,15,soc.religion.christian
5013,17,talk.politics.mideast
5014,0,alt.atheism
5015,12,sci.electronics
5016,7,rec.autos
5017,14,sci.space
5018,0,alt.atheism
5019,18,talk.politics.misc
5020,8,rec.motorcycles
5021,0,alt.atheism
5022,13,sci.med
5023,10,rec.sport.hockey
5024,14,sci.space
5025,6,misc.forsale
5026,12,sci.electronics
5027,2,comp.os.ms-windows.misc
5028,13,sci.med
5029,9,rec.sport.baseball
5030,12,sci.electronics
5031,15,soc.religion.christian
5032,18,talk.politics.misc
5033,4,comp.sys.mac.hardware
5034,1,comp.graphics
5035,12,sci.electronics
5036,13,sci.med
5037,17,talk.politics.mideast
5038,15,soc.religion.christian
5039,11,sci.crypt
5040,15,soc.religion.christian
5041,1,comp.graphics
5042,18,talk.politics.misc
5043,1,comp.graphics
5044,19,talk.religion.misc
5045,3,comp.sys.ibm.pc.hardware
5046,9,rec.sport.baseball
5047,5,comp.windows.x
5048,18,talk.politics.misc
5049,5,comp.windows.x
5050,6,misc.forsale
5051,1,comp.graphics
5052,1,comp.graphics
5053,5,comp.windows.x
5054,17,talk.politics.mideast
5055,2,comp.os.ms-windows.misc
5056,14,sci.space
5057,18,talk.politics.misc
5058,14,sci.space
5059,6,misc.forsale
5060,12,sci.electronics
5061,8,rec.motorcycles
5062,13,sci.med
5063,16,talk.politics.guns
5064,16,talk.politics.guns
5065,15,soc.religion.christian
5066,7,rec.autos
5067,12,sci.electronics
5068,4,comp.sys.mac.hardware
5069,0,alt.atheism
5070,5,comp.windows.x
5071,11,sci.crypt
5072,13,sci.med
5073,8,rec.motorcycles
5074,8,rec.motorcycles
5075,4,comp.sys.mac.hardware
5076,10,rec.sport.hockey
5077,17,talk.politics.mideast
5078,16,talk.politics.guns
5079,5,comp.windows.x
5080,6,misc.forsale
5081,2,comp.os.ms-windows.misc
5082,12,sci.electronics
5083,9,rec.sport.baseball
5084,16,talk.politics.guns
5085,3,comp.sys.ibm.pc.hardware
5086,3,comp.sys.ibm.pc.hardware
5087,8,rec.motorcycles
5088,5,comp.windows.x
5089,6,misc.forsale
5090,8,rec.motorcycles
5091,17,talk.politics.mideast
5092,17,talk.politics.mideast
5093,19,talk.religion.misc
5094,6,misc.forsale
5095,19,talk.religion.misc
5096,9,rec.sport.baseball
5097,19,talk.religion.misc
5098,10,rec.sport.hockey
5099,9,rec.sport.baseball
5100,10,rec.sport.hockey
5101,1,comp.graphics
5102,16,talk.politics.guns
5103,16,talk.politics.guns
5104,2,comp.os.ms-windows.misc
5105,16,talk.politics.guns
5106,6,misc.forsale
5107,1,comp.graphics
5108,19,talk.religion.misc
5109,11,sci.crypt
